ChanQual,Exp_collection,Expi,WebCam,comments,ephysFN,expControlFN,pref_chan,pref_unit,stim_size,stimuli
NaN,BigGAN_FC6,NaN,,"004 56 (0,0) 3 1 CMAES, 5/5 hash 
fc6 and biggan 
Fc6 climbed highly, biggan less 
completed ",Alfa-13082020-004,200813_Alfa_generate_BigGAN(2),56,NaN,3,N:\Stimuli\2020-BigGAN\2020-08-13-Alfa-03\2020-08-13-13-11-01
NaN,BigGAN_FC6,NaN,,"005 at 134 PM 
60 (0,0) 3 1 CMAES fc6 and biggan 5/5 hash 
upped to 200 ms rew. He's doing well, and I'm ready to take him home... 
Good evolutions, both climbed 
completed ",Alfa-13082020-005,200813_Alfa_generate_BigGAN(3),60,NaN,3,N:\Stimuli\2020-BigGAN\2020-08-13-Alfa-04\2020-08-13-13-34-42
NaN,BigGAN_Hessian,4,,"51 (-1.8, -1.8) 4 1 CMAES fc6 vs BigGan. Start at 954 
CH 51, SU 1/5, super VR! Both climbing at block 10. Light/white images evolving so far, very simple. Both making white background with gray circle object in center. 30 blocks at 1024. Ran Hess images. completed ",Alfa-14082020-002,200814_Alfa_generate_BigGAN(2),51,NaN,4,N:\Stimuli\2020-BigGAN\2020-08-14-Alfa-01\2020-08-14-09-54-17
NaN,BigGAN_FC6,NaN,,"63 hash (0, -1) 3 1 CMAES fc6 vs biggan. Start at 1106. 
With the juice he is working much better.  fc6 climbing, not BG. 20 blocks at 1130. completed ",Alfa-14082020-004,200814_Alfa_generate_BigGAN(3),63,NaN,3,N:\Stimuli\2020-BigGAN\2020-08-14-Alfa-02\2020-08-14-11-06-59
NaN,BigGAN_FC6,NaN,,"Gen biggan start at 959 
CH 58 (0, -2) 4 1 CMAES. Hash. Fc6 vs bigGAN class 
Sounds very VR, psth looks good too. Both look like they are starting to climb at block 13. Both kinda gray ish images so far.  
Block 17, still climbing, both gray images with black center. Fc6 is winning by a little. 27 blocks comp. Stop at 1021. Both climbed, just not much because they started out so high to begin with. Images not sure interesting though, going to try another. Completed 
Entered into project biggan ",Alfa-19082020-002,200819_Alfa_generate_BigGAN(1),58,NaN,4,N:\Stimuli\2020-BigGAN\2020-08-19-Alfa-01\2020-08-19-09-59-21
NaN,BigGAN_FC6,NaN,,"Generate bigGAN start at 1025.  
CH 55 (-1, -2.2) 4 1 CMAES fc6 vs bigGAN. 
Block 6 fc6 is really taking off. Block 12, fc6 still climbing, biggan is climbing but not as high. 32 blocks com. Stop at 1057. completed 
Entered into project biggan ",Alfa-19082020-003,200819_Alfa_generate_BigGAN(2),55,NaN,4,N:\Stimuli\2020-BigGAN\2020-08-19-Alfa-02\2020-08-19-10-25-54
NaN,BigGAN_FC6,NaN,,"CH 50 (0, -5.5) SU 1/5. Great SU, just very far rf.  
Generate bigGAN start at 1124. Last one for the day. Hes had 250 mL already. Ugh he has given up, stop 14 blocks at 1149. Completed, may not keep, only 14 blocks 
Entered into project biggan ",Alfa-19082020-006,200819_Alfa_generate_BigGAN(5),50,NaN,NaN,N:\Stimuli\2020-BigGAN\2020-08-19-Alfa-03\2020-08-19-11-24-20
NaN,BigGAN_FC6,NaN,,"Previous experiments from today are in Searh task.  
Gen BigGAn start at 1020 
CH 60 (0, -0.5) 3 1 CMAES hash. Fc6 v bigGAN. 5 blocks in, nothing yet from BG but fc6 is climbing. 24 blocks, stop at 1041. Fc6 climbesdbut BG never did.  
Entered into project biggan ",Alfa-25082020-005,200825_Alfa_generate_BigGAN,NaN,NaN,NaN,N:\Stimuli\2020-BigGAN\2020-08-25-Alfa-01\2020-08-25-10-20-44
NaN,BigGAN_Hessian,NaN,,"Switched to juice. BigGAN start at 1046. CH 59 SU 1/5. (-2.5, -2.5) 3 1 CMAES fc6 vs bigGAN. Fc6 is climbing, biggan is trying to at block 15. Both climbing!! 24 blocks at 1110. Both climbed! Biggan made a person, but it hink it just liked the black line , fc6 made similar 
Entered into project biggan ",Alfa-25082020-006,200825_Alfa_generate_BigGAN(1),59,NaN,3,N:\Stimuli\2020-BigGAN\2020-08-25-Alfa-02\2020-08-25-10-46-06
NaN,BigGAN_Hessian,NaN,,"CH 7 (-1.5, -1.5) 3 1 CMAES hash 1/5. Fc6 vs bigGAN.  
Start at 941. Sounds good so far. Psth look nice. Biggan started off high. Fc6 psth is spiking highest, its going to climb. Both jumped up at block 13. Fc6 is white background with red/pink grape/eye looking ball in center. 30 blocks at 1009. Completed 
Entered into project biggan ",Alfa-27082020-002,200827_Alfa_generate_BigGAN(1),7,NaN,3,N:\Stimuli\2020-BigGAN\2020-08-27-Alfa-01\2020-08-27-09-41-28
NaN,BigGAN_FC6,NaN,,"52 (0,0) 3 1 CMAES. Hash. Fc6 vs bigGAN start at 1050Might be the last exp. he is slowing down. Been working for 1.5 hours. Blasting him. Stop at 1109. Only 13 blocks. May not keep.  ",Alfa-27082020-004,200827_Alfa_generate_BigGAN(2),52,NaN,3,N:\Stimuli\2020-BigGAN\2020-08-27-Alfa-02\2020-08-27-10-50-27
NaN,BigGAN_FC6,NaN,,"Biggan start at 10:15. CH 3 hash (-1.5, -1.5) 3 1 CMAES fc6 vs BigGAN. We have done this one in the past but did not do Hess sel so I am retrying. Biggan started off high, Block 14: staying high but not climbing much yet. Fc6 is trying but nothing yet. Its starting to sound more VR as we go, I hope it climbs. 25 blocks stop 1040. Neither climbed 🙁 Completed ",Alfa-01092020-002,200901_Alfa_generate_BigGAN(1),3,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-01-Alfa-01\2020-09-01-10-15-53
NaN,BigGAN_Hessian,NaN,,"BigGAN start at 1042. CH 52 (0, 0) 3 1 CMAES . Hash. This one sounds great. Very VR. Psth looks nice as well. Fc6 started higher and higher peak psth than biggan. Both are climbing at block 6. block 11: fc6 is really climbing. Big gan is too, just not as much, making a colorful bird. Hard to say but fc6 image is colorful with white border. 25 blocks complete. Both climbed. Stop at 1104.  
Completed 
entered into project_biggan ",Alfa-01092020-003,200901_Alfa_generate_BigGAN(2),52,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-01-Alfa-02\2020-09-01-10-42-42
NaN,BigGAN_FC6,NaN,,"Biggan. CH 50  SU 1/5. (0, -5) 3 1 CMAES fc6 vs BigGAN. Start at 953. Great SU, he is tolerating the low rf so far. The unit really likes it, sounds VR. Block 11, fc6 is climbing steady from the start. Nothing from biggan yet. Fc6 is still climbing at 22. Biggan is flat, trying to make very simple image. 26 blocks stop at 1013. Fc6 climbed bigGAN did not . Completed 
Entered into Biggan ",Alfa-02092020-002,200902_Alfa_generate_BigGAN(1),50,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-02-Alfa-01\2020-09-02-09-54-51
NaN,BigGAN_Hessian,NaN,,"BigGAN CH 64 (0, -1) 3 1 CMAES fc6 vs biggan. Start at 1017. Hash 2/5. Great, very VR. Both biggan and fc6 started out high, they have higher psth than natural images as well. Block 9, both still climbing. Biggan image is bark brown background with white line in center. Fc6 also has white line in center, with pinkish in lower left corner. Biggan really isnt climbing much, it just started out so high and staying high. Almost done, we can do hess sel with this one. 26 blocks at 1034. Completed 
Entered into biggan ",Alfa-02092020-003,200902_Alfa_generate_BigGAN(2),64,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-02-Alfa-02\2020-09-02-10-17-21
NaN,BigGAN_Hessian,NaN,,"Gen bigGAN CH 49 (0, 0) 3 1 CMAES fc6 vs biggan stat at 11:00. Hash. 
Block 5, both fc6 and BG started out high and psth are higher than natural images. Fc6 is climbing, BG not yet. Block 15, fc6 climbing, BG is slight climb. Added 100 ml juice. 25 blocks at 1121. Completed 
Entered into biggan ",Alfa-02092020-005,200902_Alfa_generate_BigGAN(3),49,1,3,N:\Stimuli\2020-BigGAN\2020-09-02-Alfa-03\2020-09-02-10-59-57
NaN,BigGAN_FC6,NaN,,"CH 25 (2.5, -2.5) 4 1 . SU 1/5. CMAES fc6 vs bigGAN start at 1206. Block 12. Nothing yet. 25 blocks complete stop at 1234. Neither climbed. Fc6 image is interesting now that I look at it after the fact, may be worth looking at.  complete.  ",Alfa-04092020-003,200904_Alfa_generate_BigGAN(2),25,NaN,4,N:\Stimuli\2020-BigGAN\2020-09-04-Alfa-01\2020-09-04-12-06-08
NaN,BigGAN_Hessian,NaN,,"CH 57 (0,0) 3 1 hash(1/5). Generate bigGAN fc6 vs BG. Start at 10:11. Sounds VR. So far so good, both evolved image psth are spiking high. Hes working well too. Block 6, both look to be climbing! Fc6 is steady climb, BG up and down. Bloc 14, BGmaking black square object. 25 blocks complete at 1028. Both climbed, fc6 a lot, BG very slight but it did start off high. complete.  ",Alfa-08092020-002,200908_Alfa_generate_BigGAN(1),57,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-08-Alfa-01\2020-09-08-10-11-27
NaN,BigGAN_FC6,NaN,,"CH 21 (0, -2.3) 3 1 hash 1/5. Start at 1031. Fc6 vs BG.  
Giving this one a try, if it fails i will do sel with 57. Sounds fairly VR. Psth doesn’t look that great. Block 9, still not climbing. Bg popped up at 13, maybe it will climb, nope, back down 🙁. Nothing,neither climbed. 19 blocks stop at 1045. complete.  ",Alfa-08092020-003,200908_Alfa_generate_BigGAN(2),21,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-08-Alfa-02\2020-09-08-10-31-42
NaN,BigGAN_FC6,NaN,,"CH 62 (0, 0) 3 1 CMAES. Hash (1/5) start at 1110. 
GBGvs fc6. Last one for the day, have meeting at 1230. Starting off looking great. Both climbing at 10. 20 blocks complete stop at 1130. complete.  
entered into project biggan ",Alfa-08092020-005,200908_Alfa_generate_BigGAN(3),62,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-08-Alfa-03\2020-09-08-11-10-09
NaN,BigGAN_Hessian,NaN,,"CH 32 (-3.5, -3.5) 4 1 CMAES. MU 2/5. It is separated out into 2 SU and 1 hash. Looks fairly clean. Start at 946. Fc6 vs BG. Both look like they are on the climb at blcok 10. BG is making dog face. Both still going up at 20. BG still dog/ferret face. Fc6 is up,up,up. BG is up and down, but trending up. Stop at 27 blocks, 1007. Wow, BG is a cat-ish face. complete.  
entered into project biggan ",Alfa-11092020-002,200911_Alfa_generate_BigGAN,32,1,4,N:\Stimuli\2020-BigGAN\2020-09-11-Alfa-01\2020-09-11-09-46-38
NaN,BigGAN_Hessian,NaN,,"CH 30. (-2, -2, ) 3 1 Start at 1045. CMAES hash 1/5, quiet but VR, has not been done yet. Fc6 vs BG. BG's psth started off higher than all others. And is peaking high as well. Lets hope it climbs. BG is doing great. Still climbing. Block 13, fc6 maybe climbing too. Stop at 1106, 23 blocks. complete.  
entered into biggan ",Alfa-11092020-005,200911_Alfa_generate_BigGAN(2),30,1,3,N:\Stimuli\2020-BigGAN\2020-09-11-Alfa-02\2020-09-11-10-45-27
5,BigGAN_Hessian,NaN,,"Generate BG start at 1005. CH 10 (-0.2, -2.2) 3 1 CMAES. Hash 5/5. Fc6 vd=s BG. Unfortunately this channel has noise from reward....we have not done this ch yet and rf looked good. BG started off high. Block 9, BG psth is peaking high, it looks to be climbing. Nothing from fc6 yet. BG making dog face. Fc6 climbing too. BG climbed early and then was up and down. 25 blocks stop at 1026.  ",Alfa-16092020-002,200916_Alfa_generate_BigGAN(1),10,1,3,N:\Stimuli\2020-BigGAN\2020-09-16-Alfa-01\2020-09-16-10-04-30
2,BigGAN_Hessian,NaN,,"CH 15 (0,0) 3 1 CMAES. SU 2/5. Generate BG start at 1053. Sounds vr. 23 blocks complete stop at 1118.  ",Alfa-16092020-004,200916_Alfa_generate_BigGAN(2),15,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-16-Alfa-02\2020-09-16-10-53-04
NaN,BigGAN_FC6,NaN,,"CH 6 (0, -2.7) 3 1 CMAES. SU 1/5. Fc6 vs BG like normal. Start at 934. Sounds very visually responsive. It had a great receptive field. Still nothing at 13.....still nothing at 20. Stopped! 
For this unit, random BGs are better than refs and than fc6s, but they don't climb necessarily ",Alfa-18092020-002,200918_Alfa_generate_BigGAN(3),6,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-18-Alfa-01\2020-09-18-09-34-18
NaN,BigGAN_FC6,NaN,,"CH 6 (0, -2.7) 5 1 CMAES. SU 1/5. Fc6 vs BG like normal. Start at 952. 
PSTH sort of anemic. 
Initial gen of BGs still better than everything else, but BG not climbing. 
now it is. About an increase of 10 sp/s for both. 
Making eyes on dogs (BG) or just eyes surrounded by tan swirls (fc6). Next will repeat using class 
Baseline has become unstable. Not sure what to believe here... 
This experimented lasted 18 minutes to do ~33 generations at 66% performance ",Alfa-18092020-003,200918_Alfa_generate_BigGAN(4),6,NaN,5,N:\Stimuli\2020-BigGAN\2020-09-18-Alfa-02\2020-09-18-09-51-51
1,BigGAN_FC6_CMAHess,NaN,,"004 at 1021 AM 
repeating above but this time with CMAES_hess 
for what it's worth, cell is kinda funky so who knows, but it'll be interesting if either generator does better than 10 spikes /s from gen 0, or if BG does better than 30 spikes /s relative to refs. 
CH 6 (0, -2.7) 5 1 CMAES-Hessian. SU 1/5. Fc6 vs BG. Start a1021.  
Baseline already starting at 50 sp/s for everything, so comparison to previous experiment will have to be adjusted...block 15; fc6 staying with green lines, but slight climb overall. BG looks like its starting to climb, 10-15 sp/s above green.  
fc6 not doing so great. Images look a bit more texture-like; fewer bounded contours... 
Stopped him for a second to swap water for juice. Hes working better now. 33 blocks.  
33 block. 55% stop at 1058. 36 minutes.  ",Alfa-18092020-004,200918_Alfa_generate_BigGAN(5),6,1,5,N:\Stimuli\2020-BigGAN\2020-09-18-Alfa-03\2020-09-18-10-21-58
NaN,BigGAN_FC6,NaN,,"Gen BG start at 952. Fc6 vs BG. CH 11 (-2, -1) 3 1 cmaes. Hash 5/5. Pretty quiet channel, rf looked okay and this one has not been done yet. BG started higher than the rest. Its still quiet but responds to pics. Block 16, nothing yet....21 blocks, stop at 1007. Both started and stayed higher than nat images, just didn’t cllimb up. complete ",Alfa-22092020-002,200922_Alfa_generate_BigGAN(1),11,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-22-Alfa-01\2020-09-22-09-52-55
NaN,BigGAN_FC6,NaN,,"CH 20 (0, -3) 4 1 cmaes. Hash 5/5. Fc6 vs BG. Sounds visually responsive! BG started wayyyy higher than all else. Psth looking good too. At block 20, psth jumped up! Channel got noisey. Baseline jumped up. Something funky. 24 blocks stop at 1028. BG was doing well, staying above everyone else, nothing from fc6. complete ",Alfa-22092020-003,200922_Alfa_generate_BigGAN(2),20,NaN,4,N:\Stimuli\2020-BigGAN\2020-09-22-Alfa-02\2020-09-22-10-09-37
NaN,BigGAN_FC6,NaN,,"CH 18 (0, -4) 41 cmaes. Hash 5/5. Fc6 vs BG. Sounds visually responsive. Start at 1033. Both might be climbing at 24. BG making tiger face. 25 blocks atop at 1153. BG climbed a bit. Fc6 pretty flat. Complete 
entered into biggan ",Alfa-22092020-004,200922_Alfa_generate_BigGAN(3),18,NaN,4,N:\Stimuli\2020-BigGAN\2020-09-22-Alfa-03\2020-09-22-10-33-35
NaN,BigGAN_FC6,NaN,,"CH 61 (0, 0) 3 1 cmaes hash 5/5. Fc6 vs BG. Start at 1057. Sounds very VR! Psth looks good too. Fc6 climbing at block 6. fc6 still going up. BG climbng now at 18. 20 blocks at 1114. Fc6 climbed, BG did not. Complete 
Entered into Biggan ",Alfa-22092020-005,200922_Alfa_generate_BigGAN(4),61,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-22-Alfa-04\2020-09-22-10-57-28
NaN,BigGAN_FC6,NaN,,"Last one. CH 54(0, 0) 3 1. cmaes hash 5/5 fc vs BG. Start at 1116. Fc6 climbing at B6. Bg trying, not climbing at 14. BG climbed slightly, fc6 climbed at lot. 22 blocks stop at 1141. Both climbed. Yay. Complete 
entered into biggan ",Alfa-22092020-006,200922_Alfa_generate_BigGAN(5),54,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-22-Alfa-05\2020-09-22-11-16-22
NaN,BigGAN_FC6,NaN,,"CH 24 (-1 -3.5) 4 1 cmaes fc6 vs BG. Hash 5/5. Start at 928. Sounds VR. Psth looks okay. BG starts off higher as usual. Still nothing at B11. Nothing. 18 blocks stop at 945. complete ",Alfa-24092020-002,200924_Alfa_generate_BigGAN,24,NaN,4,N:\Stimuli\2020-BigGAN\2020-09-24-Alfa-01\2020-09-24-09-28-54
NaN,BigGAN_FC6,NaN,,"CH 4 (-2, -2.5) 4 1 cmaes. Fc6 vs BG. Start at 946. BG started out higher. Psth looks okay.... bg climbing at block 9! Both climbed very slightly. 23 blocks stop at 1006. complete ",Alfa-24092020-003,200924_Alfa_generate_BigGAN(1),4,NaN,4,N:\Stimuli\2020-BigGAN\2020-09-24-Alfa-02\2020-09-24-09-46-34
NaN,BigGAN_FC6,NaN,,"CH 14 (0, -2) 3 1 cmaes fc6 vs bg. Start at 1008. BG is doing well, nothing from fc6. BG making little furry ball. 22 blocks stop at 1033. BG stayed high, nothing form fc6. complete ",Alfa-24092020-004,200924_Alfa_generate_BigGAN(2),14,NaN,3,N:\Stimuli\2020-BigGAN\2020-09-24-Alfa-03\2020-09-24-10-08-59
1.5,BigGAN_FC6,NaN,,"002 Generate BigGAN started 10:43 
Chan 6 [0 –2.4] 4 1   FC6  CMA Hessian  
Chan 6 [0 –2.4] 4 1   BigGAN CMA  
SU 1/5 
Highly significant single unit beautiful 
Starts evolve sth at gen 8.  
Not quite evolved...may abort some time soon.  
Interesting.... stil like before, there is increase but not significant. 
This is definitely not a signal quaility problem, but about tuning.  
18 mins.  
Worth a try for StyleGAN? Yes! Here we try. 
High performance and high snr. But not evolved well for both space.  
Finished  
completed ",Alfa-21102020-002,201021_Alfa_generate_BigGAN(1),6,NaN,4,N:\Stimuli\2020-BigGAN\2020-10-21-Alfa-01\2020-10-21-10-43-19
4,BigGANHessMovie,NaN,,"004   BigGAN (3) starts 11:33 
Chan 7  [-1.5 -2] 4 1   FC6  CMA Hessian  
Chan 7  [-1.5 -2] 4 1   BigGAN CMA  
Hash 4/5 
Clear up memory. Again takes a long time to load up GANs.  
This neuron has a sustained activity  
Wow bigGAN evolved a little bit around gen 14.  
Esp. the sustained activity evolved around 170-200 ms.  
Bothe evolved a bit.  
100-130 ms window starts evolving as well! . This is working!! Yeah consistentlly  
25 gen still climb a bit!  
BigGAN and FC6 definitely surpass the natural images? OK back to top!  
BigGAN (3) 
Stop 31 gens 19 minscompleted ",Alfa-21102020-004,201021_Alfa_generate_BigGAN(3),7,NaN,4,N:\Stimuli\2020-BigGAN\2020-10-21-Alfa-02\2020-10-21-11-33-57
5,BigGAN_FC6_Hess,NaN,,"002 Generate BigGAN 11:03 starts 
16 [-0. -2.0] 4 1  CMA_HESSIAN 
16 [-0. -2.0] 4 1   CMA  
FC6  CMA_HESSIAN 
BigGAN   CMA  
Hash 5/5 super Hashy... may terminate early.  
Not going anywhere....No consistent trend in it.  
Terminated, not evolving...may not use in analysis  
completed ",Alfa-23102020-002,201023_Alfa_generate_BigGAN(1),16,NaN,4,N:\Stimuli\2020-BigGAN\2020-10-23-Alfa-01\2020-10-23-11-03-52
NaN,BigGAN_FC6,NaN,,"003   starts 11:45  
Chan 26  
FC6  CMAES  [-1.5 1.5] 3 1 
BigGAN  CMAES    [-1.5 1.5] 3 1 
SU 1.5 / 5 PSTH looks sparse and great!  
Load the reference images.  
Things seems to be going pretty well for this channel!  
This cell fires a ton of spikes  when the monkey is drinking and when the image is off..  
But very sparely when he is looking at images. May change for another unit  
So maybe not evolvable, lets see what else.  
For this more like a cell property problem than a algorithm problem.  
Sorry monkey we need to choose another channel  
Perhaps an eye movment related cell? So when eye is fixed it will not fire... 
completed ",Alfa-27102020-003,201027_Alfa_generate_BigGAN,26,NaN,3,N:\Stimuli\2020-BigGAN\2020-10-27-Alfa-01\2020-10-27-11-45-41
NaN,BigGAN_FC6,NaN,,"004 starts 12:08 and 18 mins .  
Chan 9 
FC6  CMAES  [-1.3  -2.2] 4 1 
BigGAN  CMAES    [-1.3  -2.2] 4 1 
Loading up takes forever! Maybe it's copying and deleting files? 
Hash 4/5  
Just like the last time, BigGAN does much better and evoke sustained activity. While FC6 is quite transitent.  
FC6 improves a little bit and BigGAN improves very little.  
Gets even worse... So may be adaptaition?  
So FC6 actually evolves!  and BigGAN figure sth out too ? COOL!  
Still wandering around...  
Yellowish background is what it likes? 
Completed . Fc6 does evolve but not reached BigGAN.   
completed ",Alfa-27102020-004,201027_Alfa_generate_BigGAN(1),9,NaN,4,N:\Stimuli\2020-BigGAN\2020-10-27-Alfa-02\2020-10-27-12-08-19
3,BigGAN_FC6,NaN,,"002 Generate BigGAN 
So seems james' code face some issue?  
27 [-0.5  0]  2  3  CMAES 
27 [-0.5  0]  2  3  CONCAT_CMAES_CMAES 
Maybe early stop and see If james' code crash it .  
OK the references are wrong….these are channel 9's reference  
Seems evolving a little bit.  
Performance is super high!  
But maybe this is not the right channel.  
FC6 evolves slowly but in a steady pace! And surpass the BigGAN thread!  
FC6 doing great, fantastic! It climbs really well!  
BG is doing nothing….  
Let's finger cross for ML2 don't crash when saving  
FC6 image is really high contrast and segmentated now.  
Actuallly BG climb really little as well but just really slow.  
We are in the animal world another time ! Hahaha  
35 blocks FC6 climbs great.  
Crazy high perfomrance !  
James' code doesn't crash.  
completed ",Alfa-29102020-002,201029_Alfa_generate_BigGAN,27,NaN,3,N:\Stimuli\2020-BigGAN\2020-10-29-Alfa-01\2020-10-29-11-30-46
NaN,BigGAN_FC6,NaN,,"002 Generate BigGAN  starts 11:50 
Signal in 28 seems pretty good and it's majorly transient. Much room for later sustained evolution.  
28  [-2 –3.5]  5  1 CMAES FC6   
28  [-2 –3.5]  5  1 CMAES BigGAN 
Not much thing happened...Late activity starts to evolve at gen 7 
Preety stable activity in the late part! Doggy evolved 
Both evolved great!  
BigGAN doing especially well!  
20 gens still evolving great! Sustained + transient 
Super good evolution!  
BigGAN surpass FC6 in performance  
Actually control signal is going down maybe repitition suppresion for this unit.  
40 blocks converged!  
Complete  
003 Selectivit 
Super hard to fixate ….. Discard 
Aborted ",Alfa-04112020-002,201104_Alfa_generate_BigGAN(2),28,NaN,5,N:\Stimuli\2020-BigGAN\2020-11-04-Alfa-01\2020-11-04-11-50-56
5,BigGAN_FC6,NaN,,"002 G BG (1) 
1 [-3 –3.5] 5 3 CMAES 
1 [-3 –3.5] 5 3 CMAES 
Copied reference image. Here we go!  
This unit has looks good  
Hash 5/5 quite bulky PSTH wtf doesn't look like what I see earlier... 
If not working I'll try unit 2 instead.  
BigGAN climbed a little bit, FC6 stay put!  
BigGAN isevolving a peak... but not quite there yet.  
May terminate  early.  
1c unit is quite hashy, 1b is relatively sparse, 1a is just quiet . 
Signal in 1 is not that reliable.  
May terminate early. This guy doesn’t seem to like black bears at all.  
Evolves a little bit but weak. 
Completed but may not save. 25 blocks  ",Alfa-06112020-002,201106_Alfa_generate_BigGAN(1),1,NaN,5,N:\Stimuli\2020-BigGAN\2020-11-06-Alfa-01\2020-11-06-11-29-50
4,BigGAN_FC6,NaN,,"003 G BG (2) 11:53-12:14 
19 [0 –2.4] 4 1 CMAES 
19 [0 –2.4] 4 1 CMAES 
BigGAN evolves a bit and it's on top of other threads.  
Why I feel the online PSTH display looks weird  
Starts evolving a tiny bit.  
Monkey is still at full accuracy. … 
Evolved slightly....but should be significant.  
FC6 do nothing over there...totally flat.  
OK lets's play with this evolution and do some movie over it.  
OMG sth suddenly happen at gen 20 and firing rate drop like a cliff. 
It comes back to normal at gen 23. … not quite 
He fluctuates a lot in the last few gens, is there a feature coming up and down? 
OMG it climbs up a cliff?! This is significant. 
Is there an decaying effect on the reference images? 
Lets stop at 31 and play with it!  
21 mins  
stop Completed  ",Alfa-06112020-003,201106_Alfa_generate_BigGAN(2),19,NaN,4,N:\Stimuli\2020-BigGAN\2020-11-06-Alfa-02\2020-11-06-11-53-09
5,BigGAN_FC6,NaN,,"003 generate BigGAN  
This time at least PSTH looks much better 
Besides BigGAN responds better than FC6 
Evolved a little bit  
Maybe terminates early.  
Anyway at least for these cells FC6 is less effective than BigGAN.  
OK both threads stays put not going anywhere.  
19 mins stays at the same.  
25 blocks. OK stay there. 
Completed  ",Alfa-11112020-003,201111_Alfa_generate_BigGAN(2),26,NaN,4.5,N:\Stimuli\2020-BigGAN\2020-11-11-Alfa-01\2020-11-11-11-32-43
5,Evol_BigGAN_Movie,NaN,,"005 Generate Movie  12;13 
No crash hopefully.. 
Monkey looks tired, each trial is longer than expected. It's 1.7, 1.6 sec now 
The long inter block intevl isa good time for him to rest.  
This task can definitely work  
CMAES in the full BigGAN + tangent space 256 * 2dim space  
9 mins 12 blocks looks great! 
DOn't thinkg this will go very far...  
15 mins 17 blocks 
18 min 21 blocks 
6 frames 2.5 expon, 0.7 maxdist  
200 ms duration  
Completed  ",Alfa-11112020-005,201111_Alfa_generate_Movie(3),26,NaN,4.5,N:\Stimuli\2020-generate-Movie\2020-11-11-Alfa-01\2020-11-11-12-14-11
5,Evol_BigGAN_Movie,NaN,,"006 Generate moviees  12:38 
Same settin with chanel 6 2  
Reference image copied  
6 [-0.1 2.6 ] 4.5 2 BigGAN (256 d space ) 
So Movie definitely drives sustained activity in this cell!  
Good singal  
Seems like the movie is eolving. 
It's not too significant but it's defintely evolving . 
So predictive coding things may work against us.  
As a movie becomes more and more familiar the firing rate can drop... 
Kind of stable? Or converged at 16 blocks 15 mins  
So the score steady decays a bit.  
20 blocks 21 mins . 
The thing seems to be far from optimal 
21 blocks finished  
Completed  ",Alfa-11112020-006,201111_Alfa_generate_Movie(4),6,NaN,4.5,N:\Stimuli\2020-generate-Movie\2020-11-11-Alfa-02\2020-11-11-12-38-25
3,Evol_BigGAN_Movie,NaN,,"007 Generate Movies  13:05 
Generate setting 6 2.5 0.5  
6 [-0.1 2.6 ] 4.5 2 BigGAN class (128 d space ) 
Try to evolve sth from this  
He seems not willing to work very much   
This evolution is really succesful although it's just 7 blocks!  
It's stable and consistent  
Completed  ",Alfa-11112020-007,201111_Alfa_generate_Movie(5),6,NaN,4.5,N:\Stimuli\2020-generate-Movie\2020-11-11-Alfa-03\2020-11-11-13-05-11
4,Evol_BigGAN_Movie,NaN,,"003 Generate Move (5) 
CHan 6 [-0.1 -2.5] 2 4  CMAES 
BigGAN all  512 d space 
Max Dist 0.7  
Cool the avg firing rate is comparable to natural.  
Evolving!  
BigGAN object based image is harder for him to fixate? Really 
I'll say today's movie looks better …  
But I did it wrongly that monkey drinks too much for exp 002, so he is less willing to work with this . 
Only goes to block 8 So  not very conclusive.  
Movie definitely drives the neuron more sustained than no movie.  
9 blocks so not conclusive.... 
OK  
Completed  ",Alfa-12112020-003,201112_Alfa_generate_Movie(5),6,NaN,4,N:\Stimuli\2020-generate-Movie\2020-11-12-Alfa-02\2020-11-12-12-24-55
NaN,BigGAN_FC6,NaN,,"Evolved BigGAN and fc6 on chan 32 [-2.6, -1.9] size 3 degrees, fc6 yes, bigGAN no. Perf ~30% (stubborn monkey) ",Alfa-16112020-001,201116_Alfa_generate_BigGAN(1),32,NaN,3,N:\Stimuli\2020-BigGAN\2020-11-16-Alfa-02\2020-11-16-13-21-55
