ChanQual,Exp_collection,Expi,WebCam,comments,ephysFN,expControlFN,pref_chan,stim_size,pref_unit,stimuli
NaN,CMAGA_cmp,3,,"Generate integrated. Ch 20. hash 1/5. [-2, 1.5] 3 1. start at 12:06 Bigset20 first 10 images, reward at 90. starting to shake chair Upped to 130 reward. Added aq reward at block 16. 170 ms at block 20. Evolved images are climbing, both above natural now Hmm, nether really taking off yet. Block 28, 220+30 One image is more contrasting (white background, pink and dark colored object) Other image is more gray/pink and blended. monkey quitting. Experiment has enough blocks to call it completed, but we're really struggling to get the last few trials. Let's see if we make it to block 35.  ",Beto-27012020-004,200127_Beto_generate_integrated(1),20,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-01-27-Beto-02\2020-01-27-12-06-20
NaN,CMAGA_cmp,NaN,,"001 RFMapper 11:02 AM starts 
2 deg -8:2:8 Rough mapping. Not working so well….. A few single units
33 41 39 38seems large amplitude 41 super nice late response! Completed",Beto-30012020-001,200130_Beto_rfMapper_basic,NaN,2,NaN,N:\Stimuli\2019-06-RF-mapping\2020-01-30-Beto
NaN,CMAGA_cmp,4,,"002 Generate integrated 11:18 AM
41 [0.6 0.5] 3 1 CMAES
41 [0.6 0.5] 3 1 GA
Still beats GA algorithm ! Even for V1 cells.
24min
completed",Beto-30012020-002,200130_Beto_generate_integrated,41,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-01-30-Beto-01\2020-01-30-11-18-38
NaN,,NaN,,"(discarded not well mapped RF cannot evolve) 003 Generate Integrated  11:4641 [0.6 0.5] 1 1 CMAES41 [0.6 0.5] 1 1 GAOne degree tight image Seems the PSTH starts worse, nearly no response for both Syn and Nat .Not very successful >>>> Seems the RF is not mapped precisely?Do Rfmapping next! completed",Beto-30012020-003,200130_Beto_generate_integrated(1),41,1,NaN,N:\Stimuli\2019-12-Evolutions\2020-01-30-Beto-02\2020-01-30-11-46-00
NaN,CMAGA_cmp,NaN,,"004 RFMapper (Heatmap) 11:59Using CMA Evolved image [0.6 0.5 ]  -1.5:0.5:1.5  3degHeatmap Protocol Seems still centered at 0.6, 0.5 
But it means nothing, because we presented the image at 0.6 0.5. So it just means the neuron respond to the image in the original position. completed",Beto-30012020-004,200130_Beto_rfMapper_basic(1),NaN,3,NaN,N:\Stimuli\2019-06-RF-mapping\2020-01-30-Beto
NaN,CMAGA_cmp,NaN,,"005 RFMapper  12:04 Monkey is doing well ! Fixation is tight [0 0 ] -1.5:0.5:1.5  1deg completed",Beto-30012020-005,200130_Beto_rfMapper_basic(2),NaN,1,NaN,N:\Stimuli\2019-06-RF-mapping\2020-01-30-Beto
NaN,CMAGA_cmp,5,,"006 Generate Integrated 12:13
Using the new RF mapped from the 005 41 [-0.1 -0.4 ] 1 1 CMAES41 [-0.1 -0.4 ] 1 1  GACool there are response! Fixation is tight. CMAES goes up right away! Still beats GA! Pretty quick within 20 gens still beats GA.  completed",Beto-30012020-006,200130_Beto_generate_integrated(2),41,1,NaN,N:\Stimuli\2019-12-Evolutions\2020-01-30-Beto-03\2020-01-30-12-13-42
NaN,CMAGA_cmp,NaN,,"Hp at 10:45 AM001 at 1051 AM, rf mapping26 looks great. We'll go for it. SU ish",Beto-03022020-001,200203_Beto_rfMapper_basic,NaN,NaN,NaN,N:\Stimuli\2019-06-RF-mapping\2020-02-02-Beto
NaN,,NaN,,"002 at 1105 AMgenerate integrated26 (-1,0) 3 1 CMAES
26 (-1,0) 3 1 GAweak evolution for both algorithmsI also saw my signal drift - my single unit (yellow)  began to resemble the multiunit.  Finished at block 36 or so, will redo with the whole channel",Beto-03022020-002,200203_Beto_generate_integrated,26,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-03-Beto-01\2020-02-03-11-04-34
NaN,CMAGA_cmp,6,,"003 at 1141 AM
generate integratedsame as above, only this time using all threshold crossings for evolution (full channel)26 (-1,0) 3 1 CMAES
26 (-1,0) 3 1 GAa clear result",Beto-03022020-003,200203_Beto_generate_integrated(1),26,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-03-Beto-02\2020-02-03-11-39-57
NaN,,NaN,,"001 RFMapping Chan 33 seems to have a SU plus a hash so try this -8:2:8 2 deg image Sampling is too loose and it even miss the receptive field! 
Weird !",Beto-04022020-001,200204_Beto_rfMapper_basic,NaN,2,NaN,N:\Stimuli\2019-06-RF-mapping\2020-02-04-Beto
NaN,,NaN,,"002 RFMapping -1.5:0.5:1.5  1 deg image 
33 has the foveal RF! 
Great, let s do it.",Beto-04022020-002,200204_Beto_rfMapper_basic(1),NaN,1,NaN,N:\Stimuli\2019-06-RF-mapping\2020-02-04-Beto
NaN,SUHash,1,,"003 Generate Integrated  12:35 starts
Gabor are the reference images. 
33 [0.2 -0.2] 3 1 CMAES
33 [0.2 -0.2] 3 2 CMAES
Firing rate for Hash vs SU is super different, so the visualization is not very good? 
At block 22, starting to protest a bit, reward at 80. 
Stop at 1:07",Beto-04022020-003,200204_Beto_generate_integrated,33,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-04-Beto-01\2020-02-04-12-35-14
NaN,CMAGA_cmp,7,,"004 Generate integrated
33 [0.2 -0.2] 3 2 ""CMAES""
33 [0.2 -0.2] 3 2 ""GA""
Start at 1:09, generate integrated. 
Taken him 8 mins to do 4 blocks, 150 +30aq reward. 
Upped him to 200 , doing better now. 
Cool, both evolved images are above natural now, but #1(black line) is def top
Trying to get to at least block 25…",Beto-04022020-004,200204_Beto_generate_integrated(1),33,4,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-04-Beto-02\2020-02-04-13-09-00
NaN,RedDim_Evol,NaN,,"001 RF Mapping starts 12:12
chan 40 seems to have a well defined RF
-1.5:0.5:1.5  0.75 deg",Beto-25022020-001,200225_Beto_rfMapper_basic,NaN,0.75,NaN,N:\Stimuli\2019-06-RF-mapping\2020-02-25-Beto
NaN,RedDim_Evol,NaN,,"002 RF Mapping starts 12:20
-8:2:8 2 deg 10 min
Good Foveal",Beto-25022020-002,200225_Beto_rfMapper_basic(1),NaN,2,NaN,N:\Stimuli\2019-06-RF-mapping\2020-02-25-Beto
NaN,RedDim_Evol,1,,"003 generate_integrated
Reduced Dimension .
40 [0 -0.3] 3 1 CMAES_RD
40 [0 -0.3] 3 1 CMAES
 Terminate 20 blocks
complete, stop at 12:55",Beto-25022020-003,200225_Beto_generate_integrated(1),40,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-25-Beto-01\2020-02-25-12-37-08
NaN,RedDim_Evol,2,,"004 generate_integrated
43 [0 -0.3] 3 1 CMAES_RD
43 [0 -0.3] 3 1 CMAES
Start at 12:57
No eye tracking on screen, -_- but he is locked in, working good, I trust it.
We will take to 20 blocks ish
Stopped at 1:17",Beto-25022020-004,200225_Beto_generate_integrated(2),43,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-25-Beto-02\2020-02-25-12-57-13
NaN,RedDim_Evol,3,,"005 generate_integrated
Reduced Dimension .
44 [0 -0.3] 3 1 CMAES_RD
44 [0 -0.3] 3 1 CMAES
 Terminate 20 blocks
stopped at 1:40",Beto-25022020-005,200225_Beto_generate_integrated(3),44,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-25-Beto-03\2020-02-25-13-19-41
NaN,RedDim_Evol,4,,"006 generated_integrated 1:40
40 [0 -0.3] 3 1 CMAES_RD
40 [0 -0.3] 3 1 CMAES
 Terminate 20 blocks
trying this ch. again
monkey starting to shake, may not go too much longer
Stopped at 20 blocks, 2:10",Beto-25022020-006,200225_Beto_generate_integrated(4),40,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-25-Beto-04\2020-02-25-13-40-58
NaN,RedDim_Evol,NaN,,"001 RFMapping
-1.5:0.5:1.5 0.75 deg
Chn5 seems good
Works pretty well today! Finish 5 blocks in 3mins
Finish 7 blocks in 5mins",Beto-26022020-001,200226_Beto_rfMapper_basic,NaN,0.75,NaN,N:\Stimuli\2019-06-RF-mapping\2020-02-26-Beto
NaN,RedDim_Evol,NaN,,"002 RFMapping
-8:2:8 2 deg
Chn 5 seems good
Finish in 6min
5 17 18 19 20 are good
Try to fix the save resolution of PostHoc Analysis.",Beto-26022020-002,200226_Beto_rfMapper_basic(1),NaN,2,NaN,N:\Stimuli\2019-06-RF-mapping\2020-02-26-Beto
NaN,RedDim_Evol,5,,"003 Generate Integrated starts 12:58
Chan 5 Evolution
5 [-0.5 1] 3 1 CMAES_RD
5 [-0.5 1] 3 1 CMAES
33min 40generations",Beto-26022020-003,200226_Beto_generate_integrated(1),5,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-26-Beto-01\2020-02-26-12-58-28
NaN,RedDim_Evol,6,,"004 Generate Integrated 13:36
Chan 20 Evolution
20 [-1 1] 3 1 CMAES_RD
20 [-1 1] 3 1 CMAES
May lose the first trial…. Start Plexon recording later than ML2 starts (I bet we are fine….? )
Monkey starting to protest…
gets to gen 30!
Actually the fr declines in the last few gens.",Beto-26022020-004,200226_Beto_generate_integrated(2),20,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-26-Beto-02\2020-02-26-13-36-52
NaN,RedDim_Evol,NaN,,"001 RFMapping
-1.5:0.5:1.5 0.75 deg
24 has a single unit vs hash structure?",Beto-03032020-001,200303_Beto_rfMapper_basic,NaN,0.75,NaN,N:\Stimuli\2019-06-RF-mapping\2020-03-03-Beto
NaN,RedDim_Evol,NaN,,"002 RFMapping
-8:2:8 2 deg
Chan 24's RF looks good and
003 generate integrated
24 [-0.8 1] 3 1 ZOHA_Cylind
24 [-0.8 1] 3 1 ZOHA_Cylind_ReducDim
Forget to change the reference image!
Abort the exp
Aborted",Beto-03032020-002,200303_Beto_rfMapper_basic(1),NaN,2,NaN,N:\Stimuli\2019-06-RF-mapping\2020-03-03-Beto
NaN,RedDim_Evol,101,,"004 generate_integrated starts 12:35
Change the reference image!
24 [-0.8 1] 3 1 ZOHA_Cylind
24 [-0.8 1] 3 1 ZOHA_Cylind_ReducDim
The reduced dimension one evolved, the full space didn't
Seems the major contribution to evolution is the initial activity peak in the response.
The high noise caused the norm evolution not working totally! So in full evolution, the Optimizer stuck at low norm and still live in noise.
The low variability problem is big!
Or maybe the norm evolution is not well controlled.
Interesting case study.….
Completed",Beto-03032020-004,200303_Beto_generate_integrated(4),24,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-03-Beto-01\2020-03-03-12-35-26
NaN,SUHash,2,,"005generate_integrated starts 1:01
24 [-0.8 1] 3 1 CMAES
24 [-0.8 1] 3 2 CMAES
SU vs Hash type experiment! Also want to check if CMA is able to evolve from this thing. 
He started today around noon, so working for 1.5 hr so far
130 ms reward
The ""SU"" seems moving towards the hash, and the score gets lower. (Lose the unit totally)
Interesting case study.….
Completed",Beto-03032020-005,200303_Beto_generate_integrated(5),24,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-03-Beto-02\2020-03-03-13-01-19
NaN,Optim_tuning,1,,"006 generate_integrated starts 1:36
59 [0 -0.3] 3 1 CMAES
59 [0 -0.3] 3 1 ZOHA_Cylind
Test the Cylindrical optimizer's capability!
The cell seems non responding! Or suppressed by image a little bit.
At gen 3 monkey gains motivation suddenly! And firing rate gets high at a second! The firing rate then stays high for a few generations.
Maybe the cell is so suppressed….Both CMAES and Cylind is not very successful.
Why this cell seems not suppressed during RF mapping, but suppressed in Evolution!
Gets to 13 gens.
Give up at 14 gen
Completed",Beto-03032020-006,200303_Beto_generate_integrated(6),59,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-03-Beto-03\2020-03-03-13-36-50
NaN,Optim_tuning,NaN,,"001 RF mapping 14:29 started
Takes a while to get Beto started.
-1.5:0.5:1.5 0.75deg
Completed",Beto-09032020-001,200309_Beto_rfMapper_basic,NaN,0.75,NaN,N:\Stimuli\2019-06-RF-mapping\2020-03-09-Beto
NaN,Optim_tuning,NaN,,"002 RF mapping starts 14:38
-8:2:8 2deg
works great!
Completed",Beto-09032020-002,200309_Beto_rfMapper_basic(1),NaN,2,NaN,N:\Stimuli\2019-06-RF-mapping\2020-03-09-Beto
NaN,Optim_tuning,2,,"004 Generate Integrated
5 [-0.5 1 ] 1 CMAES
5 [-0.5 1 ] 1 ZOHA_Sphere_lr
ZOHA is fast at first, but later it became slower and wandering around get passed by CMAES at around ~20 gens. (Seems the learning rate decay is too fast? Or not fast enough?)
mu is 36.67 deg, exponentially converge to 7.33 deg at 50 generation
Finish with 40mins, 40gens!
Completed",Beto-09032020-004,200309_Beto_generate_integrated(3),5,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-09-Beto-01\2020-03-09-14-58-23
NaN,Optim_tuning,3,,"005 Generate Integrated
5 [-0.5 1 ] 1 CMAES
5 [-0.5 1 ] 1 ZOHA_Sphere_lr
Tune the Optimizer! Tune the exploration range, to make it more variable the intial mu is 50 deg, exponentially converge to 7.33 deg at 50 generation
ZOHA and CMAES stay very close to each other!
Make it to 30 gens
Completed
Completed",Beto-09032020-005,200309_Beto_generate_integrated(4),5,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-09-Beto-02\2020-03-09-15-44-10
NaN,SUHash,NaN,,"Start 1147 rf map.
Maybe try su vs hash in 24
4 blocks complete at 1159",Beto-06032020-001,200306_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,SUHash,3,,"Generate integrated start at 12:11
24 [-0.5, 1.5] 3 1 CMAES
24 [-0.5, 1.5] 3 2 CMAES
Reward at 60
Block 7, 1 is starting to climb!!
Block 29, still climbing
Stop at 1:16",Beto-06032020-004,200306_Beto_generate_integrated(3),24,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-06-Beto-01\2020-03-06-12-11-33
NaN,SUHash,NaN,,"001 RFMapping  13:35 starts
The Eye calibration takes a lot of time
Monkey seems not in its mood in the Alfa's rig.
Eye signal very bouncy/noisy",Beto-10022020-001,200210_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,SUHash,NaN,,"002
2nd rf mapping with smaller image
Seems like a 2 peaks under equator, may be 2 different RF from 2 different unit?
Or is it edge effect, that it's the edge instead of the image center that excites the neuron?",Beto-10022020-002,200210_Beto_rfMapper_basic(1),NaN,NaN,NaN,
NaN,,NaN,,"005
2:18 start, carlos moved eye scan, changed setting in both MonkLogic and iscan computer… looks so much better.
Channel 39 SU, has 2 SU and 1 hash. Doing hash vs SU trial
39 [0,  -0.5]  3 1 CMAES
39 [0,  -0.5]  3 2 CMAES
02:35:00",Beto-10022020-005,200210_Beto_generate_integrated(2),39,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-10-Beto-01\2020-02-10-14-18-32
NaN,SUHash,4,,"004 at 243 PM better isolation
(6)?
now it says alfa….
Evolved images climbing, made it to block 20.
Upped to 200 mL,
Stopped at 3:19, plateaued. We were not using gabor stimuli
complete",Beto64chan-10022020-004,200210_Beto_generate_integrated(6),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-10-Beto-02\2020-02-10-14-43-14
NaN,SUHash,NaN,,"Selectivity basic, start at 3:22.
Channel 39 [0, -0.5] 3 with gabors
ended",Beto64chan-10022020-006,200210_Beto_selectivity_basic(1),NaN,NaN,NaN,
NaN,SUHash,5,,"004 at 1023
SU VS HASH
39 (0,-0.5) 3 1 CMAES, SU 1/5
39 (0,-0.5) 3 2 CMAES
MATLAB CRASHED!!!!!
File seems intact, though",Beto-07022020-004,200207_Beto_generate_integrated(1),39,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-07-Beto-02\2020-02-07-10-23-49
NaN,SUHash,NaN,,"001 RFMapper starts 13:53
Monkey is just not working ….. Sleep for a while
-8:2:8 2 deg image!
Coarse level mapping
RFMapper Basic (3)
Completed",Beto-14022020-001,200214_Beto_rfMapper_basic(3),NaN,NaN,NaN,N:\Stimuli\2019-06-RF-mapping\2020-02-14-Beto
NaN,SUHash,NaN,,"002 RFMapping
Monkey
-1.5:0.5:1.5 1deg image
It works well!!
Also a 2 peak 2 spot Receptive field, This time there is a major one and a minor one.
Finish 4 blocks in 5 mins!
RFMapper Basic (4)
Completed",Beto-14022020-002,200214_Beto_rfMapper_basic(4),NaN,NaN,NaN,N:\Stimuli\2019-06-RF-mapping\2020-02-14-Beto
NaN,SUHash,6,,"003 generate_integrated 48 mins
39 [0, -0.2] 3 1 CMAES
39 [0, -0.2] 3 2 CMAES
Start at 2:23
This will be the only experiment for the day, so giving him lots of water
Seems The reference images are not copied correctly but seems fine!(forget to use Gabor stimuli)
Nice Evolution.
Finished 15:13 Completed",Beto-14022020-003,200214_Beto_generate_integrated(1),39,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-14-Beto-01\2020-02-14-14-23-26
NaN,SUHash,7,,"004 generate_integrated starts 14:23 (go for 90 mins)
ITI 390-500ms it's normal!
25 [0 0 ] 3 1 CMAES
25 [0 0 ] 3 2 CMAES
seems the Hash is not very evolvable.???
PSTH have visually responsive component but not very large?
25 A evolves as normal, and 25 B is not very responsive….? But starts to evolve at 13
Hash evolution is just not very successful .
Complete",Beto-19022020-004,200219_Beto_generate_integrated(1),25,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-19-Beto-01\2020-02-19-14-23-48
NaN,SUHash,NaN,,"Hp at 930
001 at 950 AM
GOTTA FIX THAT WAITING FOR DATA ACQUISITION TO START TIMEOUT
nice SU in 41
still getting header words do not match error sometimes.
he's not that engaged. 21 correct trials in 7 minutes. Yikes.
850 ITI. Gotta fix that.
15 minutes in, 65 trials. Oof.
that 41 is not super responsive",Beto-20022020-001,200220_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,SUHash,NaN,,"002 at 1012 AM
rf mapping, finer grid",Beto-20022020-002,200220_Beto_rfMapper_basic(1),NaN,NaN,NaN,
NaN,SUHash,8,,"003 at 1030 AM
integrated, SU vs hash
41, (0,-0.5) 3 1 'CMAES'
41 (0,-0.5) 3 2 'CMAES'
Block 23, still climbing, added 30 aq reward with 100 ms
Stopped at 11:26, 28 blocks complete",Beto-20022020-003,200220_Beto_generate_integrated,41,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-02-20-Beto-01\2020-02-20-10-29-18
NaN,Optim_tuning,NaN,,"001 starts 12:49
RFMapping  -8:2:8  2 deg,
2cv
Completed",Beto-11032020-001,200311_Beto_rfMapper_basic,NaN,NaN,NaN,N:\Stimuli\2019-06-RF-mapping\2020-03-11-Beto
NaN,Optim_tuning,NaN,,"002  starts
6mins
RFMapping  -1.5:.5:1.5 0.75 deg,
Completed",Beto-11032020-002,200311_Beto_rfMapper_basic(1),NaN,NaN,NaN,N:\Stimuli\2019-06-RF-mapping\2020-03-11-Beto
NaN,Optim_tuning,4,,"003 starts  13:16
IT channel
30 [-0.6 1] 3 1 CMAES
30 [-0.6 1] 3 1 ZOHA_Sphere_lr
30 is a Really Hashy unit
See what happens
Decrease the convergence rate, decay from 50 to 7.33 deg at 100 generations instead of 50 generations (Slower decay facilitate exploration ~ 40 gens. )
ZOHA_Sphere is doing really well! Outperform CMAES early on.
At about gen 25 the 2 evolution crossed and seems CMAES starts to get more spike esp. later sustained spikes. (probablu the norm is higher )
At gen 30 the exploration is around 28.5 deg and the mean response is higher than ZOHA
Sigma is 2.66, 2.33
Exploration mu is 28
Maybe we still decay too fast?
Or we really needs a high norm to get the neuron interested.
At generation 36,
Sigma = 2.36
Spherical Exploration range = 25.9 deg 
Spherical's step size is too small at this point, we are inferior
Should use inverse function decay instead of exponential decay?
Step 37
Sigma 2.35
Sphere degree 23.9
ZOHA_Sphere_lr seems to be worse at after evolving for a while,
Recorded the Matlab output! See we can reconstruct the sample diversity curve post hoc.
Random thoughts:
What's neuronal noise? How can that help or hinder evolution. Can we think about Hash as a weighted sum of a bunch of neurons with similar but different selectivity?
45 gens for 58mins!
Super Informative!
Completed",Beto-11032020-003,200311_Beto_generate_integrated,30,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-11-Beto-01\2020-03-11-13-16-23
NaN,Optim_tuning,5,,"004 starts  14:19
30 [-0.6 1] 3 1 CMAES
30 [-0.6 1] 3 1 ZOHA_Sphere_lr
Exactly same as 003, but just change the decay rate of ZOHA_Sphere_lr to be linear instead of exponential, see slower decay will facilitate exploration at around 20-40 gens.
However, neither CMA nor ZOHA evolves ~ 18 gens, not that informative.
Actually the step size should be a function of evolving score! Not a function of generations. As many generations passed but score doesn't change much then you shouldn't tune your step size, you have to keep trying and moving.
Completed, not very informative",Beto-11032020-004,200311_Beto_generate_integrated(1),30,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-11-Beto-02\2020-03-11-14-18-56
NaN,Optim_tuning,6,,"005 starts 14:52
20 [-0.6 1] 3 1 CMAES
20 [-0.6 1] 3 1 ZOHA_Sphere_lr
Linear decay from 50 to 7.33 in 100 generations, facilitates exploration.
Finally try a unit with more signal. (PSTH looks super healthy! Low baseline high response.)
(Eye signal lose again. Have to recalibrate from time to time. )
In gen 8, gen 9 the scores of 2 optimizers goes up together. Quite correlated~ Seems promissing
Add 100mL to finish this up.
Around gen 12 CMA starts to look better than ZOHA, not sure why. Have to look deeper into both.
Is that true that linear exploration is easier to memorize the evolved features than the Spherical one.
Completed, quite informative",Beto-11032020-005,200311_Beto_generate_integrated(2),20,3,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-11-Beto-03\2020-03-11-14-52-05
NaN,Optim_tuning,NaN,,"001 starts 12.
-8:2:8",Beto-17032020-001,200317_Beto_rfMapper_basic,NaN,NaN,NaN,N:\Stimuli\2019-06-RF-mapping\2020-03-17-Beto
NaN,Optim_tuning,NaN,,"002 stars
-1.5：0.75：1.5
003 satar
Trash.…",Beto-17032020-002,200317_Beto_rfMapper_basic(1),NaN,NaN,NaN,N:\Stimuli\2019-06-RF-mapping\2020-03-17-Beto
NaN,Optim_tuning,NaN,,"004  starts
19 [0, 2.5] 5 1  ZOHA Sphere lr euclid
Test the ZOHA Sphere lr euclid works on Beto
He takes off pretty slow, around 25 gens
23.2 deg
Maybe switch to CMAES
Unit 19 is super Hashy, maybe no clear selectivity
Starts oscillation around 28 gens, maybe the step size  20deg is still too large here?
22mins evolves a rounded thing there
45 gens
Completed",Beto-17032020-004,200317_Beto_generate_integrated(1),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-17-Beto-01\2020-03-17-13-04-35
NaN,Optim_tuning,NaN,,"005 starts 13:28
19 [0, 2.5] 5 1  CMAES
Test the old fashion CMAES works. (Same setting )
Evolves a Initial response in 3 rd gens
CMA ES is not exceptionally good as well! So goo! We are comparable
The rounded thing it got is quite different from the last one.
10 mins 22 blocks
Starts recruit more plateau and sustained activity !
45 gens to match the last one
Seems still CMAES has the power to recruit more activity
Still works pretty well!
45 gens, 25 mins
Completed",Beto-17032020-005,200317_Beto_generate_integrated(2),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-17-Beto-02\2020-03-17-13-28-48
NaN,Optim_tuning,NaN,,"6 starts
19 [0, 2.5] 5 1  ZOHA_Sphere_Euclid_lr
ZOHA Euclid lr
Use the inverse law of exploration rate decay. From 70-15 in 100 gens
Seems the PSTH evolution patten feels really like CMAES!
9 gens, exploration ~ 48.4 deg. Step size 0.667
So using huge step size can effectively get rid of the initialization effect.
Starts growing at 16gens, current exploration 42.2 deg.
20 gens 34.9 deg,
at gen 28, it's around 30 deg, It's climbing very well just like CMAES.
The growing trajectory looks very good.
Seems still the eye thing in the image.
Seems even more successful than the CMAES!
Why no effect on the first 10 generations…… just random walk? Or is there something happening there.
37 gens 27.6 deg
End in 46 gens.
This is very informative experiments
Completed",Beto-17032020-006,200317_Beto_generate_integrated(3),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-17-Beto-03\2020-03-17-14-04-57
NaN,Optim_tuning,NaN,,"007 starts 14:42
19 [0, 2.5] 5 1  ZOHA_Sphere_Euclid_lr_RD
Same inverse decaying rule as the last exp, just restricted to 50D subspace. , still can evolve, but seems cannot find the point.
Gen 7 52.2 deg.
# Maybe ZOHA reduced Dimension?
Starts climbing at gen 7
Exploration 46 deg, step size 0.42
Slowly growing at 13 gens.
16gens 38.5 deg
20 gens 34.5 deg, step 0.303
Plateaued super early around 16 gens cannot improve anymore.
30 gens Exploration 29.2, step size 0.227.
Oscillating around 27-32 gens, step size too large here?
38 gens 27.3 deg
34 mins for 38 blocks, 37 mins for 42 blocks.Gets to 46 blocks!
Completed",Beto-17032020-007,200317_Beto_generate_integrated(4),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-17-Beto-04\2020-03-17-14-42-52
NaN,ReducDimen_Evol,NaN,,"001 RFMapping 11:
-8:8:8 
Carlos' huge image test
Completed",Beto-18032020-001,200318_Beto_rfMapper_basic,NaN,NaN,NaN,N:\Stimuli\2019-06-RF-mapping\2020-03-18-Beto
NaN,ReducDimen_Evol,NaN,,"002 RFMapping starts 11:35
-8:2:8
Completed",Beto-18032020-002,200318_Beto_rfMapper_basic(1),NaN,NaN,NaN,N:\Stimuli\2019-06-RF-mapping\2020-03-18-Beto
NaN,ReducDimen_Evol,NaN,,"003 RFMapping starts 11:49
-4:1:4
8 mins similar RF position
Completed",Beto-18032020-003,200318_Beto_rfMapper_basic(2),NaN,NaN,NaN,N:\Stimuli\2019-06-RF-mapping\2020-03-18-Beto
NaN,ReducDimen_Evol,0,,"004 Generate Integrated
24 [-1.5 1.5 ] 4 1 CMAES
Trying out basic optimizer, see if it can evolve!
Seems work, Evolving very fast.
Seems plateau really fast as well around 10 gens. Only 6 mins! Wow. Maybe 20 blocks
Why Stuck so early? Gets some local maxima? 
Completed",Beto-18032020-004,200318_Beto_generate_integrated(1),24,4,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-18-Beto-01\2020-03-18-12-07-15
NaN,ReducDimen_Evol,1,,"005 Generate Integrated
24 [-1.5 1.5 ] 4 1 ZOHA_Sphere_lr_euclid
24 [-1.5 1.5 ] 4 1 ZOHA_Sphere_lr_euclid_RD
Test the reduced Dimension Comparison.
Use the inverse decay exploration range. lr=1.5
Inverse decay's initial learning rate is too large, should make it smaller. And learning rate * exploration exceeds pi/2 it's insane.
(Gen 5 explor is 58.3 deg, step is 0.88 or 0.64)
Gen 12 42 degs, step 0.474, 0.314, this is good.
Gap exist! But quite small. (only 14 mins now! )
Plateau around 15 gens
Completed",Beto-18032020-005,200318_Beto_generate_integrated(2),24,4,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-18-Beto-02\2020-03-18-12-21-38
NaN,ReducDimen_Evol,2,,"006 Generate Integrated
24 [-1.5 1.5 ] 4 1 ZOHA_Sphere_lr_euclid
24 [-1.5 1.5 ] 4 1 ZOHA_Sphere_lr_euclid_RD
Redo the reduced Dimension Comparison.
Use the inverse decay exploration range. Lr=1.2 Decrease this to avoid overshoot. And this makes Sphere lr euclid grow just as fast as CMAES! No delay!
gen 11, 45 deg 0.321.
Interestingly, the reduced starts to grow at around gen 12. Making gap smaller.
Finished in 30 mins
Completed",Beto-18032020-006,200318_Beto_generate_integrated(3),24,4,NaN,N:\Stimuli\2019-12-Evolutions\2020-03-18-Beto-03\2020-03-18-12-51-20
